q2_birthyear,q3_gender,q4_province,q6_satisfied_democracy,q9_interest_election,q10_certain_vote,q11_vote_intention,q14_feeling_liberal_party,q15_feeling_cons_party
1939,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),60,20
1943,(1) Male,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),50,70
1959,(2) Female,(10) British Columbia,(1) Very satisfied,(8),(1) Certain,(-9) Don't know / Undecided,20,70
1952,(2) Female,(10) British Columbia,(3) Not very satisfied,(8),(1) Certain,(5) Green Party (Greens),20,30
1962,(2) Female,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),40,40
1928,(1) Male,(10) British Columbia,(1) Very satisfied,(5),(1) Certain,(1) Liberal (Grits),100,30
1955,(2) Female,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(5) Green Party (Greens),75,0
1941,(1) Male,(10) British Columbia,(3) Not very satisfied,(9),(1) Certain,(1) Liberal (Grits),90,30
1939,(2) Female,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(-9) Don't know / Undecided,70,50
1981,(2) Female,(10) British Columbia,(3) Not very satisfied,(7),(1) Certain,(1) Liberal (Grits),70,60
1947,(1) Male,(10) British Columbia,(2) Fairly satisfied,(6),(1) Certain,(6) People's Party,10,30
1963,(1) Male,(10) British Columbia,(1) Very satisfied,(2),(1) Certain,(-9) Don't know / Undecided,60,60
1924,(2) Female,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(-8) Refused,45,0
1969,(2) Female,(10) British Columbia,(3) Not very satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",5,80
1986,(1) Male,(10) British Columbia,(3) Not very satisfied,(0) No interest at all,(4) Certain not to vote,NA,37,20
1945,(1) Male,(10) British Columbia,(3) Not very satisfied,(5),(1) Certain,(-8) Refused,45,10
1988,(2) Female,(10) British Columbia,(4) Not satisfied at all,(4),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",0,15
1948,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),70,35
1947,(2) Female,(10) British Columbia,(1) Very satisfied,(9),(1) Certain,(1) Liberal (Grits),80,0
1943,(1) Male,(10) British Columbia,(1) Very satisfied,(6),(1) Certain,(1) Liberal (Grits),60,0
1951,(1) Male,(10) British Columbia,(3) Not very satisfied,(9),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,80
1946,(1) Male,(10) British Columbia,(3) Not very satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",30,60
1934,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1971,(2) Female,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),85,10
1965,(2) Female,(6) Ontario,(3) Not very satisfied,(5),(1) Certain,(5) Green Party (Greens),40,45
1966,(1) Male,(10) British Columbia,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,40,50
1970,(2) Female,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(-9) Don't know / Undecided,70,70
1958,(2) Female,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),60,30
1937,(1) Male,(10) British Columbia,(4) Not satisfied at all,(3),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",75,50
1952,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),70,40
1976,(2) Female,(10) British Columbia,(2) Fairly satisfied,(3),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",50,65
1954,(1) Male,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,35
1949,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,1
1963,(2) Female,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),75,35
1962,(1) Male,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,(-8) Refused,10,85
1973,(2) Female,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,(-9) Don't know / Undecided,60,60
1961,(1) Male,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,(-9) Don't know / Undecided,75,10
1952,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),85,45
1960,(2) Female,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),90,2
1953,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,60,62
1943,(1) Male,(10) British Columbia,(3) Not very satisfied,(9),(1) Certain,(-8) Refused,30,70
1978,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",40,90
1971,(2) Female,(10) British Columbia,(2) Fairly satisfied,(5),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",40,60
1977,(2) Female,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(5) Green Party (Greens),60,20
1960,(1) Male,(10) British Columbia,(3) Not very satisfied,(9),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",20,50
1980,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1964,(2) Female,(10) British Columbia,(2) Fairly satisfied,(6),(1) Certain,(1) Liberal (Grits),80,50
1982,(1) Male,(10) British Columbia,(1) Very satisfied,(7),(1) Certain,(-9) Don't know / Undecided,68,45
1944,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1959,(2) Female,(10) British Columbia,(2) Fairly satisfied,(4),(2) Likely,"(3) NDP (New Democratic Party, New Democrats, NDPers)",50,45
1971,(1) Male,(10) British Columbia,(4) Not satisfied at all,(9),(1) Certain,(-9) Don't know / Undecided,5,80
1964,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),70,10
1943,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",70,77
1964,(1) Male,(10) British Columbia,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),75,50
1987,(1) Male,(10) British Columbia,(4) Not satisfied at all,(8),(2) Likely,(5) Green Party (Greens),1,52
1967,(2) Female,(10) British Columbia,(1) Very satisfied,(5),(1) Certain,(1) Liberal (Grits),70,50
1938,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),80,16
1946,(2) Female,(10) British Columbia,(4) Not satisfied at all,(9),(-9) Don't know,NA,40,40
1945,(2) Female,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(5) Green Party (Greens),75,25
1952,(1) Male,(10) British Columbia,(3) Not very satisfied,(8),(1) Certain,(5) Green Party (Greens),40,35
1961,(2) Female,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(5) Green Party (Greens),70,40
1961,(1) Male,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,(5) Green Party (Greens),80,5
1956,(2) Female,(10) British Columbia,(2) Fairly satisfied,(6),(2) Likely,(-9) Don't know / Undecided,50,30
1978,(1) Male,(10) British Columbia,(2) Fairly satisfied,(5),(1) Certain,(1) Liberal (Grits),60,30
1968,(2) Female,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,80
1969,(1) Male,(10) British Columbia,(4) Not satisfied at all,(2),(2) Likely,(5) Green Party (Greens),23,0
1999,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(5) Already voted in advanced poll,(1) Liberal (Grits),80,5
1947,(2) Female,(10) British Columbia,(-9) Don't know,(5),(1) Certain,(-9) Don't know / Undecided,60,5
1973,(2) Female,(10) British Columbia,(3) Not very satisfied,(9),(1) Certain,(5) Green Party (Greens),20,10
1933,(2) Female,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,(1) Liberal (Grits),90,9
1969,(1) Male,(10) British Columbia,(1) Very satisfied,(7),(1) Certain,(5) Green Party (Greens),65,40
1951,(1) Male,(10) British Columbia,(1) Very satisfied,(4),(1) Certain,(-9) Don't know / Undecided,60,50
1945,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),85,25
1943,(2) Female,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),65,50
1952,(2) Female,(10) British Columbia,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,60
1949,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",3,10
1976,(2) Female,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",75,90
1969,(1) Male,(10) British Columbia,(1) Very satisfied,(9),(1) Certain,(-9) Don't know / Undecided,70,65
1949,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,60
1976,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),50,50
1944,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),60,70
1999,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,75
1976,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",25,80
1954,(2) Female,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(-9) Don't know / Undecided,25,25
1955,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,50
1970,(2) Female,(7) Manitoba,(2) Fairly satisfied,(9),(1) Certain,(-9) Don't know / Undecided,90,5
1969,(2) Female,(7) Manitoba,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1961,(1) Male,(7) Manitoba,(2) Fairly satisfied,(8),(1) Certain,(5) Green Party (Greens),10,50
1953,(2) Female,(7) Manitoba,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1946,(1) Male,(7) Manitoba,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,80
1966,(1) Male,(7) Manitoba,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",25,85
1946,(1) Male,(7) Manitoba,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),90,0
1957,(1) Male,(7) Manitoba,(2) Fairly satisfied,(8),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,50
1971,(1) Male,(7) Manitoba,(2) Fairly satisfied,(8),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",8,50
1948,(2) Female,(7) Manitoba,(1) Very satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",0,0
1983,(1) Male,(7) Manitoba,(-9) Don't know,(5),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",3,50
1963,(2) Female,(7) Manitoba,(2) Fairly satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,75
1957,(1) Male,(7) Manitoba,(2) Fairly satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,80
1950,(2) Female,(7) Manitoba,(1) Very satisfied,(9),(5) Already voted in advanced poll,(-8) Refused,85,25
1948,(1) Male,(7) Manitoba,(2) Fairly satisfied,(5),(2) Likely,(-9) Don't know / Undecided,60,50
1947,(1) Male,(7) Manitoba,(2) Fairly satisfied,(6),(1) Certain,(1) Liberal (Grits),80,1
1954,(2) Female,(7) Manitoba,(2) Fairly satisfied,(8),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",65,10
1954,(1) Male,(7) Manitoba,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1942,(1) Male,(7) Manitoba,(2) Fairly satisfied,(8),(1) Certain,(-9) Don't know / Undecided,70,30
1960,(2) Female,(7) Manitoba,(3) Not very satisfied,(9),(1) Certain,(5) Green Party (Greens),60,20
1942,(1) Male,(7) Manitoba,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),80,5
1980,(1) Male,(7) Manitoba,(4) Not satisfied at all,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",10,75
1946,(1) Male,(7) Manitoba,(4) Not satisfied at all,(0) No interest at all,(4) Certain not to vote,NA,0,0
1948,(2) Female,(7) Manitoba,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),85,25
1955,(1) Male,(7) Manitoba,(4) Not satisfied at all,(0) No interest at all,(1) Certain,(-8) Refused,0,60
1985,(2) Female,(7) Manitoba,(3) Not very satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,100
1953,(1) Male,(7) Manitoba,(1) Very satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,75
1953,(2) Female,(7) Manitoba,(4) Not satisfied at all,(10) Great deal of interest,(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,80
1952,(1) Male,(7) Manitoba,(2) Fairly satisfied,(9),(1) Certain,(1) Liberal (Grits),70,40
1959,(1) Male,(7) Manitoba,(2) Fairly satisfied,(5),(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",40,40
1963,(1) Male,(7) Manitoba,(3) Not very satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,(1) Liberal (Grits),80,25
1943,(1) Male,(7) Manitoba,(2) Fairly satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",10,80
1971,(1) Male,(7) Manitoba,(2) Fairly satisfied,(4),(3) Unlikely,(-9) Don't know / Undecided,75,50
1953,(2) Female,(7) Manitoba,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),75,60
1958,(1) Male,(8) Saskatchewan,(4) Not satisfied at all,(0) No interest at all,(3) Unlikely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,50
1955,(1) Male,(4) New Brunswick,(2) Fairly satisfied,(6),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",30,65
1950,(2) Female,(4) New Brunswick,(2) Fairly satisfied,(8),(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",30,80
1929,(2) Female,(4) New Brunswick,(2) Fairly satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",70,99
1962,(2) Female,(4) New Brunswick,(4) Not satisfied at all,(7),(2) Likely,(-9) Don't know / Undecided,50,30
1950,(2) Female,(4) New Brunswick,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),70,40
1937,(1) Male,(4) New Brunswick,(1) Very satisfied,(8),(1) Certain,(-8) Refused,10,50
1954,(2) Female,(4) New Brunswick,(3) Not very satisfied,(5),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",40,65
1950,(2) Female,(4) New Brunswick,(2) Fairly satisfied,(8),(1) Certain,(-9) Don't know / Undecided,50,0
1945,(1) Male,(4) New Brunswick,(2) Fairly satisfied,(8),(1) Certain,(-8) Refused,5,5
1982,(1) Male,(4) New Brunswick,(2) Fairly satisfied,(7),(5) Already voted in advanced poll,(-8) Refused,70,40
1954,(1) Male,(4) New Brunswick,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",40,60
1962,(2) Female,(4) New Brunswick,(1) Very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,80
1944,(1) Male,(4) New Brunswick,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),20,45
1959,(1) Male,(4) New Brunswick,(1) Very satisfied,(8),(1) Certain,(1) Liberal (Grits),80,20
1969,(1) Male,(4) New Brunswick,(2) Fairly satisfied,(10) Great deal of interest,(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",1,8
1944,(1) Male,(4) New Brunswick,(3) Not very satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",14,99
1984,(2) Female,(4) New Brunswick,(2) Fairly satisfied,(7),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,50
1978,(2) Female,(4) New Brunswick,(2) Fairly satisfied,(9),(1) Certain,(-9) Don't know / Undecided,75,60
1972,(1) Male,(4) New Brunswick,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),75,50
1970,(2) Female,(4) New Brunswick,(2) Fairly satisfied,(5),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",10,50
1951,(1) Male,(4) New Brunswick,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",55,60
1953,(2) Female,(4) New Brunswick,(2) Fairly satisfied,(4),(1) Certain,(-8) Refused,30,30
1952,(2) Female,(4) New Brunswick,(1) Very satisfied,(8),(1) Certain,(1) Liberal (Grits),90,50
1943,(1) Male,(4) New Brunswick,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,50,70
1946,(2) Female,(4) New Brunswick,(2) Fairly satisfied,(8),(5) Already voted in advanced poll,(1) Liberal (Grits),90,40
1953,(1) Male,(4) New Brunswick,(2) Fairly satisfied,(4),(3) Unlikely,(-9) Don't know / Undecided,40,40
1957,(1) Male,(4) New Brunswick,(2) Fairly satisfied,(5),(2) Likely,(-9) Don't know / Undecided,30,75
1943,(1) Male,(4) New Brunswick,(2) Fairly satisfied,(8),(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",10,80
1963,(1) Male,(4) New Brunswick,(3) Not very satisfied,(5),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",30,50
1962,(1) Male,(4) New Brunswick,(2) Fairly satisfied,(7),(1) Certain,(-9) Don't know / Undecided,90,20
1951,(2) Female,(4) New Brunswick,(2) Fairly satisfied,(5),(1) Certain,(-9) Don't know / Undecided,50,50
1954,(1) Male,(1) Newfoundland and Labrador,(1) Very satisfied,(8),(1) Certain,(1) Liberal (Grits),100,10
1945,(1) Male,(1) Newfoundland and Labrador,(3) Not very satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,(1) Liberal (Grits),60,40
1956,(2) Female,(1) Newfoundland and Labrador,(3) Not very satisfied,(8),(1) Certain,(-9) Don't know / Undecided,40,65
1952,(2) Female,(1) Newfoundland and Labrador,(4) Not satisfied at all,(9),(1) Certain,(-9) Don't know / Undecided,10,10
1955,(2) Female,(1) Newfoundland and Labrador,(2) Fairly satisfied,(9),(1) Certain,(1) Liberal (Grits),75,0
1952,(1) Male,(1) Newfoundland and Labrador,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",10,90
1963,(2) Female,(1) Newfoundland and Labrador,(2) Fairly satisfied,(6),(1) Certain,(1) Liberal (Grits),60,50
1956,(2) Female,(1) Newfoundland and Labrador,(2) Fairly satisfied,(6),(1) Certain,(-9) Don't know / Undecided,75,75
1988,(1) Male,(1) Newfoundland and Labrador,(2) Fairly satisfied,(5),(1) Certain,(1) Liberal (Grits),90,0
1985,(2) Female,(1) Newfoundland and Labrador,(2) Fairly satisfied,(8),(2) Likely,(1) Liberal (Grits),80,70
1925,(2) Female,(1) Newfoundland and Labrador,(2) Fairly satisfied,(6),(2) Likely,(-9) Don't know / Undecided,50,30
1994,(2) Female,(1) Newfoundland and Labrador,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,82,0
1955,(2) Female,(1) Newfoundland and Labrador,(1) Very satisfied,(9),(1) Certain,(1) Liberal (Grits),8,2
1952,(2) Female,(1) Newfoundland and Labrador,(2) Fairly satisfied,(8),(1) Certain,(-9) Don't know / Undecided,30,30
1942,(2) Female,(1) Newfoundland and Labrador,(4) Not satisfied at all,(7),(1) Certain,(-8) Refused,NA,NA
1955,(2) Female,(1) Newfoundland and Labrador,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,30
1972,(2) Female,(1) Newfoundland and Labrador,(3) Not very satisfied,(9),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",55,0
1947,(2) Female,(1) Newfoundland and Labrador,(3) Not very satisfied,(7),(2) Likely,(1) Liberal (Grits),85,75
1949,(1) Male,(1) Newfoundland and Labrador,(2) Fairly satisfied,(5),(3) Unlikely,(-9) Don't know / Undecided,50,50
1965,(1) Male,(1) Newfoundland and Labrador,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),6,4
1948,(1) Male,(1) Newfoundland and Labrador,(2) Fairly satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",30,85
1956,(2) Female,(1) Newfoundland and Labrador,(1) Very satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",25,70
1966,(2) Female,(1) Newfoundland and Labrador,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),75,0
1975,(2) Female,(1) Newfoundland and Labrador,(2) Fairly satisfied,(9),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",70,20
1963,(1) Male,(1) Newfoundland and Labrador,(3) Not very satisfied,(5),(1) Certain,(-9) Don't know / Undecided,10,50
1966,(2) Female,(1) Newfoundland and Labrador,(1) Very satisfied,(9),(1) Certain,(1) Liberal (Grits),85,70
1938,(2) Female,(1) Newfoundland and Labrador,(2) Fairly satisfied,(4),(3) Unlikely,(-9) Don't know / Undecided,0,0
1954,(1) Male,(1) Newfoundland and Labrador,(3) Not very satisfied,(7),(1) Certain,(-9) Don't know / Undecided,45,65
1977,(2) Female,(1) Newfoundland and Labrador,(2) Fairly satisfied,(6),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",20,40
1963,(1) Male,(1) Newfoundland and Labrador,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,60
1973,(2) Female,(1) Newfoundland and Labrador,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),90,50
1960,(2) Female,(1) Newfoundland and Labrador,(1) Very satisfied,(8),(1) Certain,(1) Liberal (Grits),90,10
1959,(2) Female,(1) Newfoundland and Labrador,(3) Not very satisfied,(8),(1) Certain,(-9) Don't know / Undecided,50,50
1967,(1) Male,(1) Newfoundland and Labrador,(1) Very satisfied,(5),(1) Certain,(-9) Don't know / Undecided,0,75
1973,(1) Male,(1) Newfoundland and Labrador,(2) Fairly satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",30,70
1963,(2) Female,(3) Nova Scotia,(2) Fairly satisfied,(5),(2) Likely,(-9) Don't know / Undecided,60,55
1968,(1) Male,(3) Nova Scotia,(2) Fairly satisfied,(9),(1) Certain,(-9) Don't know / Undecided,70,80
1965,(2) Female,(3) Nova Scotia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,90
1949,(2) Female,(3) Nova Scotia,(2) Fairly satisfied,(0) No interest at all,(-9) Don't know,NA,100,0
1953,(2) Female,(3) Nova Scotia,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),86,45
1959,(1) Male,(3) Nova Scotia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,50,50
1957,(2) Female,(3) Nova Scotia,(2) Fairly satisfied,(5),(1) Certain,(1) Liberal (Grits),65,40
1973,(2) Female,(3) Nova Scotia,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),80,40
1967,(2) Female,(3) Nova Scotia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,0
1975,(2) Female,(3) Nova Scotia,(2) Fairly satisfied,(6),(2) Likely,(1) Liberal (Grits),75,20
1963,(2) Female,(3) Nova Scotia,(4) Not satisfied at all,(8),(1) Certain,(-9) Don't know / Undecided,10,10
1996,(1) Male,(3) Nova Scotia,(3) Not very satisfied,(6),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",65,50
1944,(1) Male,(3) Nova Scotia,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),100,NA
1962,(2) Female,(3) Nova Scotia,(2) Fairly satisfied,(6),(1) Certain,(1) Liberal (Grits),70,50
1960,(1) Male,(3) Nova Scotia,(2) Fairly satisfied,(8),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,90
1952,(1) Male,(3) Nova Scotia,(1) Very satisfied,(5),(1) Certain,(-9) Don't know / Undecided,75,60
1943,(1) Male,(3) Nova Scotia,(-8) Refused,(5),(1) Certain,(5) Green Party (Greens),25,50
1963,(2) Female,(3) Nova Scotia,(3) Not very satisfied,(5),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",25,75
1970,(1) Male,(3) Nova Scotia,(2) Fairly satisfied,(5),(1) Certain,(1) Liberal (Grits),70,55
1949,(2) Female,(3) Nova Scotia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),40,10
1949,(2) Female,(3) Nova Scotia,(2) Fairly satisfied,(7),(1) Certain,(-9) Don't know / Undecided,40,20
1967,(1) Male,(3) Nova Scotia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,80,10
1940,(2) Female,(3) Nova Scotia,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1954,(2) Female,(3) Nova Scotia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,80
1969,(1) Male,(3) Nova Scotia,(2) Fairly satisfied,(8),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",50,5
1994,(1) Male,(3) Nova Scotia,(2) Fairly satisfied,(8),(1) Certain,(-9) Don't know / Undecided,40,20
